unique_id,country,district,site,year,season,plant_date,harvest_date,field_latitude,field_longitude,plot_acres,hybrid,flood,drought,pest_disease,mlnd,msv,intercrop,dap_kg_pa,urea_kg_pa,weed,yield_kg_pa,yield_kg_ph,district_season_median_yield,stress_threshold,stress_label,stress_severity
8c01dd3a,Uganda,kamuli,buganza,2020,lr,15-Mar-20,,0.86251,33.18538,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,12.066351,,,820.59302,2027.7263,710.993255,497.6952785,0,None
74eae24d,Uganda,iganga,kalalu,2020,lr,28-Mar-20,,0.7004283333,33.60658167,1.03593874,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,314.74799,777.758,505.845,354.0915,1,Mild
967282de,Uganda,iganga,kalalu,2020,lr,4-Apr-20,,0.7083716667,33.61091167,0.2695991397,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,134.892,333.32486,505.845,354.0915,1,Extreme
d7b2f5c8,Uganda,iganga,kalalu,2020,lr,5-Mar-20,,0.7086066667,33.61092,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,12.066351,,,269.784,666.64972,505.845,354.0915,1,Mild
9aa1d12b,Uganda,kamuli,bulange,2020,lr,18-Mar-20,,0.9157483333,33.25372,0.0990261361,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,668.83948,1652.7358,710.993255,497.6952785,1,None
7099c20a,Uganda,kamuli,bulange,2020,lr,12-Mar-20,,0.915715,33.253715,0.2589846849,1.0,0.0,0.0,0.0,,,0.0,9.65308,28.186995,,921.76196,2277.72,710.993255,497.6952785,0,None
7161d95c,Uganda,jinja,butamira,2020,lr,1-Apr-20,,0.6552883333,33.18820333,0.4208610952,1.0,0.0,1.0,1.0,,,0.0,7.1282425,9.504324,,224.82001,555.5415,814.97247,570.480729,1,Extreme
d9b0e48b,Uganda,jinja,butamira,2020,lr,1-Apr-20,,0.6550416667,33.18717333,0.3091638982,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,1157.823,2861.0386,814.97247,570.480729,0,None
1a5d03e7,Uganda,kamuli,bwiiza,2020,lr,24-Mar-20,,0.949405,32.984375,1.078396559,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,2090.8259,5166.5356,710.993255,497.6952785,0,None
7fb17356,Uganda,kamuli,bwiiza,2020,lr,15-Mar-20,,0.9491583333,32.98457333,1.03593874,1.0,0.0,1.0,0.0,,,0.0,11.583696,11.583696,,1573.74,3888.7903,710.993255,497.6952785,0,None
42f1acc6,Uganda,kamuli,bulange,2020,lr,15-Mar-20,,0.8952216667,33.269165,0.5179693699,1.0,0.0,1.0,1.0,,,0.0,12.066351,20.754124,,826.2135,2041.6149,710.993255,497.6952785,0,None
3a4ffaef,Uganda,iganga,nakalama,2020,lr,7-Mar-20,,0.6301066667,33.51320333,1.03593874,1.0,0.0,1.0,1.0,,,0.0,12.066351,,,578.9115,1430.5193,505.845,354.0915,0,None
06d64bc8,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6240133333,33.20767333,0.2853820622,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,,1079.136,2666.5989,814.97247,570.480729,0,None
8797b123,Uganda,kamuli,nakulyaku,2020,lr,18-Mar-20,,0.9958933333,33.123875,0.5179693699,1.0,0.0,0.0,1.0,,,1.0,7.7224646,15.444929,,736.28552,1819.3983,710.993255,497.6952785,0,None
701287d4,Uganda,iganga,naibiri,2020,lr,21-Mar-20,,0.8436966667,33.52919833,2.156793118,1.0,0.0,0.0,0.0,,,0.0,11.127632,0.0,,337.23001,833.31219,505.845,354.0915,1,Mild
77550512,Uganda,iganga,naibiri,2020,lr,14-Apr-20,,0.8436766667,33.52909333,1.03593874,1.0,0.0,0.0,1.0,,,0.0,12.066351,9.65308,,438.39902,1083.3059,505.845,354.0915,1,None
48a8b286,Uganda,kamuli,bulange,2020,lr,10-Mar-20,,0.9061683333,33.23916333,0.2589846849,1.0,0.0,0.0,1.0,,,1.0,9.65308,23.167393,,1062.2745,2624.9336,710.993255,497.6952785,0,None
ac090010,Uganda,kamuli,nakulyaku,2020,lr,6-Mar-20,,0.994955,33.10738833,0.5391982794,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,207.9585,513.87585,710.993255,497.6952785,1,Extreme
c808c0a1,Uganda,kamuli,nakulyaku,2020,lr,10-Mar-20,,0.9889266667,33.10667167,1.03593874,1.0,0.0,1.0,1.0,,,1.0,0.0,19.30616,,314.74799,777.758,710.993255,497.6952785,1,Severe
63ed89fc,Uganda,kamuli,bwiiza,2020,lr,25-Feb-20,,0.97885,32.99067167,1.617594838,0.0,0.0,1.0,0.0,,,1.0,9.2730265,0.0,,314.74799,777.758,710.993255,497.6952785,1,Severe
adacbddd,Uganda,kamuli,bwiiza,2020,lr,8-Mar-20,,0.9789866667,32.99075167,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,9.65308,4.82654,,1084.7565,2680.4875,710.993255,497.6952785,0,None
2402fdbe,Uganda,iganga,naibiri,2020,lr,15-Mar-20,,0.8245683333,33.534015,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,12.066351,0.0,,309.1275,763.86951,505.845,354.0915,1,Mild
b393c8d3,Uganda,kamuli,bulange,2020,lr,6-Mar-20,,0.8982033333,33.24310167,0.1732957363,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,584.53198,1444.4077,710.993255,497.6952785,1,None
a50ddc77,Uganda,kamuli,bulange,2020,lr,8-Mar-20,,0.8982033333,33.24316,0.5179693699,1.0,0.0,0.0,1.0,,,1.0,,32.337818,,1011.69,2499.9365,710.993255,497.6952785,0,None
1f709edf,Uganda,iganga,kalalu,2020,lr,14-Mar-20,,0.7050633333,33.61046,0.2589846849,1.0,0.0,0.0,1.0,,,0.0,9.65308,28.959242,,1045.413,2583.2678,505.845,354.0915,0,None
53115883,Uganda,kamuli,bulange,2020,lr,10-Mar-20,,0.89199,33.26361667,0.5391982794,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,1416.3661,3499.9114,710.993255,497.6952785,0,None
a92ebf5c,Uganda,kamuli,bulange,2020,lr,15-Feb-20,,0.89198,33.26365333,1.03593874,1.0,0.0,0.0,1.0,,,0.0,12.066351,18.340853,,927.38251,2291.6086,710.993255,497.6952785,0,None
80ef7252,Uganda,jinja,butamira,2020,lr,9-Feb-20,,0.629025,33.22764,0.5179693699,1.0,0.0,0.0,1.0,,,0.0,0.0,28.959242,,1247.7511,3083.2554,814.97247,570.480729,0,None
18334471,Uganda,iganga,naibiri,2020,lr,19-Mar-20,,0.8171766667,33.50702,0.5391982794,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,118.03049,291.65924,505.845,354.0915,1,Extreme
169089ab,Uganda,iganga,naibiri,2020,lr,13-Apr-20,,0.81713,33.50709333,0.2071877569,1.0,0.0,1.0,1.0,,,0.0,12.06635,0.0,,241.6815,597.20709,505.845,354.0915,1,Severe
4fadeb84,Uganda,jinja,butamira,2020,lr,12-Mar-20,,0.6242,33.208685,0.5391982794,0.0,1.0,0.0,1.0,,,1.0,0.0,9.2730265,,517.086,1277.7454,814.97247,570.480729,1,Mild
3b844524,Uganda,jinja,butamira,2020,lr,6-Mar-20,,0.624505,33.20770333,0.5179693699,1.0,0.0,0.0,0.0,,,1.0,,34.751091,,1051.0336,2597.1565,814.97247,570.480729,0,None
5b2b2a17,Uganda,iganga,kalalu,2020,lr,17-Mar-20,,0.696905,33.61314833,0.5179693699,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,668.83948,1652.7358,505.845,354.0915,0,None
051fbfb0,Uganda,iganga,nakalama,2020,lr,27-Mar-20,,0.6407433333,33.54168167,0.5179693699,1.0,0.0,1.0,1.0,,,0.0,12.066351,34.268436,,590.15253,1458.2964,505.845,354.0915,0,None
a9753caf,Uganda,iganga,naibiri,2020,lr,29-Feb-20,,0.8166516667,33.51518833,0.2589846849,1.0,0.0,0.0,1.0,,,1.0,9.65308,28.959242,,1337.679,3305.4717,505.845,354.0915,0,None
0f51556f,Uganda,kamuli,bulange,2020,lr,7-Apr-20,,0.9135833333,33.24750833,0.5391982794,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,,157.37399,388.879,710.993255,497.6952785,1,Extreme
55f10d9f,Uganda,kamuli,bulange,2020,lr,8-Mar-20,,0.9125083333,33.24693333,0.2589846849,1.0,0.0,0.0,1.0,,,0.0,9.65308,25.098009,,1674.9089,4138.7837,710.993255,497.6952785,0,None
88ebf863,Uganda,kamuli,buganza,2020,lr,10-Mar-20,,0.8509033333,33.16756,0.2589846849,1.0,0.0,0.0,0.0,,,1.0,9.65308,28.959242,,2068.344,5110.9814,710.993255,497.6952785,0,None
d2d1de93,Uganda,kamuli,kasozi,2020,lr,18-Mar-20,,1.016173333,33.04117167,0.2589846849,1.0,0.0,1.0,0.0,,,0.0,7.7224646,19.30616,,607.01404,1499.962,710.993255,497.6952785,1,None
294cc626,Uganda,kamuli,bwiiza,2020,lr,18-Apr-20,,0.9287133333,33.007025,0.2589846849,1.0,0.0,1.0,0.0,,,1.0,10.618388,0.0,,651.97803,1611.0703,710.993255,497.6952785,1,None
6b57dc1f,Uganda,jinja,butamira,2020,lr,10-Apr-20,,0.6473083333,33.20701333,0.5391982794,1.0,0.0,0.0,1.0,,,1.0,5.5638161,0.0,,854.31598,2111.0576,814.97247,570.480729,0,None
4946caa2,Uganda,jinja,butamira,2020,lr,3-Apr-20,,0.647405,33.208555,0.5179693699,1.0,0.0,0.0,1.0,,,0.0,0.0,23.167393,,1405.125,3472.134,814.97247,570.480729,0,None
3f4b0630,Uganda,jinja,butamira,2020,lr,29-Feb-20,,0.64018,33.225285,1.584418178,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,640.737,1583.2932,814.97247,570.480729,1,None
1d839454,Uganda,jinja,butamira,2020,lr,19-Mar-20,,0.6405333333,33.225445,0.2616002262,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,2079.585,5138.7583,814.97247,570.480729,0,None
61cb99b2,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6183433333,33.20763,,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,1888.4879,4666.5479,814.97247,570.480729,0,None
3d5440e9,Uganda,kamuli,bwiiza,2020,lr,29-Mar-20,,0.9613533333,32.99576833,0.5391982794,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,1079.136,2666.5989,710.993255,497.6952785,0,None
e1d0f9e3,Uganda,kamuli,bulange,2020,lr,10-Mar-20,,0.90652,33.24190167,0.2695991397,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,,393.435,972.19757,710.993255,497.6952785,1,Mild
bd8d9394,Uganda,kamuli,bulange,2020,lr,20-Mar-20,,0.9072166667,33.23755167,0.5179693699,1.0,0.0,0.0,1.0,,,0.0,12.066351,9.65308,,1326.438,3277.6946,710.993255,497.6952785,0,None
9ae9643d,Uganda,kamuli,buganza,2020,lr,6-Apr-20,,0.8469216667,33.16480333,0.2589846849,1.0,0.0,0.0,1.0,,,1.0,9.65308,27.028625,,1236.51,3055.478,710.993255,497.6952785,0,None
c3c79763,Uganda,kamuli,bwiiza,2020,lr,27-Feb-20,,1.035266667,32.95146,0.2589846849,1.0,1.0,1.0,0.0,,,0.0,0.0,,,635.11652,1569.4047,710.993255,497.6952785,1,None
925b88c5,Uganda,kamuli,bwiiza,2020,lr,15-Mar-20,,0.9785216667,32.98777167,2.156793118,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,1056.6539,2611.0447,710.993255,497.6952785,0,None
fed2a47e,Uganda,kamuli,bwiiza,2020,lr,4-Mar-20,,0.9779433333,32.98757667,0.2589846849,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,961.10553,2374.9399,710.993255,497.6952785,0,None
b884da43,Uganda,iganga,kalalu,2020,lr,20-Apr-20,,0.6963183333,33.61254667,0.2589846849,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,1118.4795,2763.8188,505.845,354.0915,0,None
7a0c6d38,Uganda,kamuli,buganza,2020,lr,27-Mar-20,,0.841135,33.14890667,0.5391982794,0.0,0.0,0.0,0.0,,,0.0,0.0,11.591283,,629.49597,1555.516,710.993255,497.6952785,1,None
489cb0ce,Uganda,kamuli,buganza,2020,lr,16-Mar-20,,0.84846,33.15715167,0.5179693699,1.0,0.0,0.0,0.0,,,1.0,12.066351,23.167393,,758.76752,1874.9525,710.993255,497.6952785,0,None
a5c708f7,Uganda,iganga,nakalama,2020,lr,25-Mar-20,,0.6543166667,33.51379,0.2071877569,1.0,0.0,1.0,1.0,,,0.0,12.06635,0.0,,1140.9614,2819.3728,505.845,354.0915,0,None
45e4f131,Uganda,kamuli,kasozi,2020,lr,18-Feb-20,,1.032805,33.01512667,0.5391982794,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,106.7895,263.8822,710.993255,497.6952785,1,Extreme
4114477a,Uganda,kamuli,kasozi,2020,lr,17-Feb-20,,1.032856667,33.015145,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,4.82654,11.583696,,320.3685,791.64661,710.993255,497.6952785,1,Severe
4fda2734,Uganda,kamuli,buganza,2020,lr,5-Apr-20,,0.8520333333,33.156435,0.5391982794,0.0,0.0,0.0,1.0,,,1.0,0.0,0.0,,252.9225,624.98413,710.993255,497.6952785,1,Severe
a87d3906,Uganda,kamuli,buganza,2020,lr,24-Mar-20,,0.8534516667,33.15718167,0.5179693699,1.0,0.0,1.0,0.0,,,1.0,,23.650047,,1360.161,3361.0259,710.993255,497.6952785,0,None
162681af,Uganda,jinja,butamira,2020,lr,12-Mar-20,,0.6466533333,33.196255,0.2589846849,1.0,0.0,1.0,1.0,,,0.0,7.7224646,13.514313,,814.97247,2013.8378,814.97247,570.480729,0,None
67dcf5ee,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6406883333,33.20162,0.5391982794,1.0,1.0,0.0,0.0,,,1.0,0.0,0.0,,539.56799,1333.2994,814.97247,570.480729,1,Mild
6164e39c,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6430283333,33.20445833,0.2589846849,1.0,0.0,0.0,1.0,,,0.0,7.7224646,7.7224646,,1421.9865,3513.7996,814.97247,570.480729,0,None
47baac26,Uganda,kamuli,nakulyaku,2020,lr,15-Mar-20,,0.985965,33.111825,1.0701828,1.0,0.0,0.0,0.0,,,1.0,4.6720991,0.0,,472.12198,1166.637,710.993255,497.6952785,1,Mild
41a77e52,Uganda,iganga,naibiri,2020,lr,29-Apr-20,,0.8432266667,33.52861167,0.2695991397,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,944.24396,2333.2739,505.845,354.0915,0,None
0422176b,Uganda,iganga,naibiri,2020,lr,19-Mar-20,,0.84356,33.52899,0.5179693699,1.0,0.0,0.0,0.0,,,0.0,12.066351,,,1140.9614,2819.3728,505.845,354.0915,0,None
69d06920,Uganda,kamuli,bulange,2020,lr,9-Mar-20,,0.9145166667,33.251155,0.2853820622,1.0,0.0,0.0,0.0,,,0.0,10.512223,31.536671,,1185.9255,2930.4812,710.993255,497.6952785,0,None
f28ae1c4,Uganda,jinja,butamira,2020,lr,3-Mar-20,,0.64304,33.19890167,0.07426960766,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,460.88098,1138.86,814.97247,570.480729,1,Mild
41c487ed,Uganda,jinja,butamira,2020,lr,20-Mar-20,,0.64194,33.20861833,0.2589846849,1.0,0.0,0.0,1.0,,,0.0,0.0,0.0,,1629.9449,4027.6755,814.97247,570.480729,0,None
7a7a73d2,Uganda,kamuli,bwiiza,2020,lr,6-Mar-20,,0.9223966667,32.99113833,0.247565344,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,399.05548,986.08606,710.993255,497.6952785,1,Mild
189899f3,Uganda,kamuli,bwiiza,2020,lr,16-Apr-20,,0.9219916667,32.991175,0.2378183901,1.0,0.0,1.0,0.0,,,0.0,,0.0,,871.17749,2152.7231,710.993255,497.6952785,0,None
997a63bb,Uganda,kamuli,kasozi,2020,lr,25-Mar-20,,0.99843,32.991775,0.5391982794,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,179.856,444.43317,710.993255,497.6952785,1,Extreme
73995785,Uganda,kamuli,kasozi,2020,lr,26-Mar-20,,0.998175,32.99217167,0.2589846849,1.0,0.0,1.0,0.0,,,1.0,0.0,25.098009,,505.845,1249.9683,710.993255,497.6952785,1,None
3ecb746f,Uganda,kamuli,buganza,2020,lr,20-Mar-20,,0.8482216667,33.16516167,0.2589846849,1.0,0.0,0.0,0.0,,,1.0,8.6877728,21.236776,,1191.546,2944.3699,710.993255,497.6952785,0,None
d27029af,Uganda,iganga,kalalu,2020,lr,18-Feb-20,,0.6787783333,33.622865,0.2695991397,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,472.12198,1166.637,505.845,354.0915,1,None
e4c2615b,Uganda,iganga,kalalu,2020,lr,10-Mar-20,,0.67951,33.62484167,0.5179693699,1.0,0.0,1.0,1.0,,,1.0,12.066351,0.0,,786.87,1944.3951,505.845,354.0915,0,None
babb2b2d,Uganda,iganga,naibiri,2020,lr,6-Apr-20,,0.8433033333,33.528305,,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,859.93652,2124.946,505.845,354.0915,0,None
f4861206,Uganda,kamuli,kasozi,2020,lr,5-Mar-20,,1.034173333,33.01778833,0.5391982794,0.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,202.338,499.9873,710.993255,497.6952785,1,Extreme
c0f6df54,Uganda,kamuli,kasozi,2020,lr,15-Mar-20,,1.03244,33.01417167,0.2378183901,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,876.79803,2166.6118,710.993255,497.6952785,0,None
81014f89,Uganda,kamuli,buganza,2020,lr,13-Mar-20,,0.83947,33.15698167,0.5179693699,1.0,0.0,0.0,0.0,,,1.0,12.066351,24.132702,,983.58752,2430.4939,710.993255,497.6952785,0,None
5bc6642c,Uganda,kamuli,nakulyaku,2020,lr,6-Apr-20,,0.96622,33.12782167,0.123782672,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,708.18304,1749.9557,710.993255,497.6952785,1,None
be7a5824,Uganda,kamuli,nakulyaku,2020,lr,5-Mar-20,,0.9662566667,33.12746167,0.2589846849,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,1309.5764,3236.0288,710.993255,497.6952785,0,None
10760b7a,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6153783333,33.21792667,0.5179693699,1.0,0.0,0.0,1.0,,,1.0,11.583696,34.751091,,1506.2939,3722.1277,814.97247,570.480729,0,None
aea047ff,Uganda,iganga,kalalu,2020,lr,1-May-20,,0.6861833333,33.61343667,0.1347995698,0.0,0.0,1.0,1.0,,,0.0,0.0,3.7092106,,146.133,361.10193,505.845,354.0915,1,Extreme
dd79099c,Uganda,kamuli,buganza,2020,lr,8-Mar-20,,0.865975,33.17149,0.2589846849,1.0,0.0,0.0,0.0,,,0.0,9.65308,19.30616,,837.45447,2069.3918,710.993255,497.6952785,0,None
1292b6b1,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6182016667,33.18486667,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,,,,1365.7815,3374.9143,814.97247,570.480729,0,None
4555689d,Uganda,iganga,naibiri,2020,lr,20-Apr-20,,0.8285133333,33.52178833,1.617594838,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,663.21899,1638.8473,505.845,354.0915,0,None
a912a892,Uganda,iganga,naibiri,2020,lr,17-Mar-20,,0.8285833333,33.52173333,0.2589846849,1.0,0.0,0.0,0.0,,,0.0,9.65308,28.959242,,651.97803,1611.0703,505.845,354.0915,0,None
ebbca498,Uganda,kamuli,nakulyaku,2020,lr,24-Mar-20,,0.9456116667,33.08713667,0.5179693699,1.0,0.0,1.0,1.0,,,1.0,3.3785782,0.0,,1236.51,3055.478,710.993255,497.6952785,0,None
8a7bcb2d,Uganda,kamuli,nakulyaku,2020,lr,10-Mar-20,,0.9712683333,33.11552333,0.2695991397,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,382.194,944.42047,710.993255,497.6952785,1,Mild
0a87a3eb,Uganda,kamuli,nakulyaku,2020,lr,18-Mar-20,,0.9852766667,33.11366667,0.2589846849,1.0,0.0,0.0,1.0,,,0.0,9.65308,9.65308,,2270.6821,5610.9692,710.993255,497.6952785,0,None
317fadb7,Uganda,iganga,kalalu,2020,lr,25-Apr-20,,0.7052716667,33.61091333,0.2695991397,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,848.6955,2097.1689,505.845,354.0915,0,None
527c6d63,Uganda,iganga,kalalu,2020,lr,20-Mar-20,,0.705225,33.6109,0.2589846849,1.0,0.0,0.0,0.0,,,0.0,9.65308,28.959242,,809.35199,1999.9492,505.845,354.0915,0,None
45b030ac,Uganda,iganga,nakalama,2020,lr,28-Mar-20,,0.6509416667,33.52992667,0.2071877569,1.0,1.0,0.0,0.0,,,1.0,12.06635,0.0,,505.845,1249.9683,505.845,354.0915,0,None
cc04b8b8,Uganda,iganga,naibiri,2020,lr,13-Mar-20,,0.827345,33.50738,0.5391982794,0.0,0.0,1.0,1.0,,,1.0,3.7092106,0.0,,348.47098,861.08923,505.845,354.0915,1,Mild
d6a4466b,Uganda,iganga,naibiri,2020,lr,13-Mar-20,,0.8272816667,33.50735,0.2071877569,1.0,0.0,1.0,1.0,,,1.0,12.06635,0.0,,1017.3105,2513.8252,505.845,354.0915,0,None
d50e8661,Uganda,kamuli,buganza,2020,lr,5-Mar-20,,0.8544666667,33.15039333,0.5179693699,1.0,0.0,0.0,0.0,,,1.0,12.066351,28.959242,,314.74799,777.758,710.993255,497.6952785,1,Severe
d85590ba,Uganda,kamuli,bwiiza,2020,lr,3-Mar-20,,0.909115,33.03449167,0.8087974191,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,354.09152,874.97784,710.993255,497.6952785,1,Severe
f5ccb81b,Uganda,kamuli,bwiiza,2020,lr,26-Mar-20,,0.9092233333,33.03456833,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,11.583696,28.959242,,1421.9865,3513.7996,710.993255,497.6952785,0,None
c869aea7,Uganda,iganga,kalalu,2020,lr,10-Mar-20,,0.6909983333,33.615115,1.078396559,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,61.8255,152.77391,505.845,354.0915,1,Extreme
487048f5,Uganda,iganga,kalalu,2020,lr,13-Mar-20,,0.6913716667,33.61561833,1.03593874,1.0,0.0,1.0,1.0,,,0.0,12.066351,,,365.33249,902.75482,505.845,354.0915,1,None
9e92213e,Uganda,iganga,kalalu,2020,lr,,,0.6964983333,33.61311667,,1.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,444.0195,1097.1943,505.845,354.0915,1,None
10ca3b28,Uganda,kamuli,bwiiza,2020,lr,25-Mar-20,,0.8894166667,33.083715,1.617594838,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,399.05548,986.08606,710.993255,497.6952785,1,Mild
120b3042,Uganda,kamuli,bwiiza,2020,lr,10-Mar-20,,0.888625,33.08363667,0.5179693699,1.0,0.0,1.0,0.0,,,1.0,0.0,23.167393,,1545.6375,3819.3474,710.993255,497.6952785,0,None
ad350339,Uganda,iganga,nakalama,2020,lr,9-Mar-20,,0.73512,33.46279,0.5179693699,1.0,0.0,0.0,1.0,,,0.0,12.066351,,,1388.2635,3430.4688,505.845,354.0915,0,None
8c6f6709,Uganda,iganga,nakalama,2020,lr,20-Apr-20,,0.6334,33.52948333,1.078396559,0.0,0.0,1.0,1.0,,,0.0,5.5638161,0.0,,921.76196,2277.72,505.845,354.0915,0,None
6c1158a0,Uganda,iganga,nakalama,2020,lr,18-Mar-20,,0.6333783333,33.52950333,0.5179693699,1.0,0.0,1.0,0.0,,,1.0,0.0,0.0,,646.35748,1597.1816,505.845,354.0915,0,None
add163ea,Uganda,iganga,naibiri,2020,lr,23-Feb-20,,0.873275,33.5188,1.617594838,1.0,0.0,1.0,1.0,,,0.0,0.0,1.2364036,,168.61501,416.6561,505.845,354.0915,1,Severe
c2f17ef3,Uganda,iganga,naibiri,2020,lr,6-Mar-20,,0.87354,33.51595,0.5179693699,1.0,0.0,1.0,1.0,,,0.0,12.066351,28.476587,,505.845,1249.9683,505.845,354.0915,0,None
b4bfd770,Uganda,kamuli,bulange,2020,lr,16-Mar-20,,0.9247216667,33.27451,0.5179693699,1.0,0.0,0.0,1.0,,,0.0,12.066351,17.375546,,663.21899,1638.8473,710.993255,497.6952785,1,None
da098f00,Uganda,kamuli,nakulyaku,2020,lr,1-Mar-20,,0.9917,33.12727333,0.5391982794,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,663.21899,1638.8473,710.993255,497.6952785,1,None
d9b3ae3c,Uganda,kamuli,nakulyaku,2020,lr,17-Mar-20,,0.9917533333,33.12723167,0.5179693699,1.0,0.0,1.0,0.0,,,0.0,,13.514313,,2405.574,5944.2935,710.993255,497.6952785,0,None
ea59751f,Uganda,kamuli,bulange,2020,lr,5-Mar-20,,0.9002066667,33.28261667,0.2589846849,1.0,0.0,1.0,1.0,,,0.0,9.65308,11.583696,,1101.618,2722.1533,710.993255,497.6952785,0,None
377477cc,Uganda,iganga,nakalama,2020,lr,6-May-20,,0.619795,33.527425,0.2071877569,1.0,1.0,0.0,0.0,,,0.0,12.06635,0.0,,460.88098,1138.86,505.845,354.0915,1,None
2a4273b6,Uganda,kamuli,bulange,2020,lr,4-Mar-20,,0.8932666667,33.28232667,0.5179693699,1.0,0.0,0.0,1.0,,,1.0,12.066351,15.444929,,1309.5764,3236.0288,710.993255,497.6952785,0,None
66e40e1f,Uganda,kamuli,kasozi,2020,lr,26-Mar-20,,1.02717,32.98427833,1.078396559,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,910.52106,2249.9431,710.993255,497.6952785,0,None
6c39bc6f,Uganda,kamuli,kasozi,2020,lr,20-Mar-20,,1.030993333,32.98476167,0.2589846849,1.0,0.0,1.0,0.0,,,1.0,7.7224646,7.7224646,,460.88098,1138.86,710.993255,497.6952785,1,Mild
fa3143b0,Uganda,kamuli,kasozi,2020,lr,20-Apr-20,,1.026601667,33.013125,0.5179693699,1.0,0.0,1.0,0.0,,,1.0,11.583696,0.0,,595.77301,1472.1849,710.993255,497.6952785,1,None
4359987c,Uganda,jinja,butamira,2020,lr,28-Mar-20,,0.6131066667,33.19368,0.4280731082,1.0,0.0,0.0,1.0,,,0.0,3.5040743,0.0,,2124.5491,5249.8672,814.97247,570.480729,0,None
a2272fd1,Uganda,iganga,nakalama,2020,lr,15-Mar-20,,0.64595,33.53610833,0.5179693699,1.0,0.0,0.0,0.0,,,1.0,12.066351,17.375546,,1483.812,3666.5737,505.845,354.0915,0,None
a4f7522d,Uganda,iganga,kalalu,2020,lr,5-Apr-20,,0.6853283333,33.61594667,0.5391982794,0.0,0.0,1.0,1.0,,,1.0,0.0,0.0,,61.8255,152.77391,505.845,354.0915,1,Extreme
de570c7a,Uganda,iganga,kalalu,2020,lr,9-Mar-20,,0.6851416667,33.61531833,0.2589846849,1.0,0.0,1.0,0.0,,,0.0,7.7224646,34.751091,,325.98901,805.53516,505.845,354.0915,1,Mild
24e94dd1,Uganda,iganga,nakalama,2020,lr,16-Mar-20,,0.6263433333,33.51580667,0.2071877569,1.0,0.0,0.0,0.0,,,1.0,12.06635,,,1354.5405,3347.1375,505.845,354.0915,0,None
9a23da56,Uganda,jinja,butamira,2020,lr,15-Mar-20,,0.6359683333,33.20902167,0.5350914001,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,921.76196,2277.72,814.97247,570.480729,0,None
